OrderID,Date,Product,Category,Region,Country,City,Store,Quantity,UnitPrice,TotalRevenue,PaymentMethod,CustomerSegment
404,2024-09-27,iPhone 14,Smartphone,Middle East,UAE,Dubai,Apple Orchard Road,3,667.38,2002.14,PayPal,Premium
405,2024-01-24,iPad Air,Tablets,Europe,Italy,Florence,Apple Union Square,3,601.34,1804.03,PayPal,Enterprise
406,2024-12-30,"MacBook Pro 14""",Computers,Middle East,Saudi Arabia,Riyadh,Apple Sydney,1,1911.31,1911.31,Bank Transfer,Consumer
407,2024-05-17,iPad Air,Tablets,Middle East,UAE,Abu Dhabi,Apple Michigan Avenue,3,572.16,1716.48,PayPal,Education
408,2024-11-27,MacBook Air,Computers,Asia,Australia,Sydney,Apple Sydney,3,1090.5,3271.49,Debit Card,Premium
409,2024-07-08,"MacBook Pro 14""",Computers,North America,Canada,Montreal,Apple Michigan Avenue,1,1973.2,1973.2,Apple Pay,Enterprise
410,2024-08-15,iPad Pro,Tablets,Middle East,Saudi Arabia,Riyadh,Apple Orchard Road,2,1052.67,2105.34,Debit Card,Premium
411,2024-02-01,Apple Watch Ultra,Wearables,Europe,UK,London,Apple Eaton Centre,2,797.55,1595.1,Credit Card,Education
412,2024-02-17,"MacBook Pro 16""",Computers,North America,USA,Miami,Apple Ginza,1,2502.46,2502.46,Credit Card,Enterprise
413,2024-10-18,iPhone 15 Pro,Smartphone,North America,USA,Los Angeles,Apple Orchard Road,1,958.86,958.86,Credit Card,Enterprise
414,2024-06-15,AirPods Pro,Accessories,North America,USA,Los Angeles,Apple Eaton Centre,1,240.09,240.09,PayPal,Education
415,2024-09-01,iPhone 14,Smartphone,North America,USA,New York,Apple Pacific Centre,2,694.48,1388.96,Credit Card,Consumer
416,2024-09-27,"MacBook Pro 16""",Computers,South America,Mexico,Mexico City,Apple Michigan Avenue,2,2405.13,4810.27,Debit Card,Consumer
417,2024-09-26,iPhone 15,Smartphone,Middle East,UAE,Abu Dhabi,Apple Orchard Road,2,824.34,1648.68,Credit Card,Consumer
418,2024-06-16,iPhone 14,Smartphone,Middle East,UAE,Dubai,Apple Eaton Centre,1,672.33,672.33,Apple Pay,Enterprise
419,2024-07-22,Apple Watch Ultra,Wearables,Asia,Japan,Tokyo,Apple Regent Street,2,808.99,1617.98,Debit Card,Education
420,2024-01-22,iPhone 14,Smartphone,North America,USA,Chicago,Apple Union Square,3,727.39,2182.16,Debit Card,Education
421,2024-11-23,Apple Watch SE,Wearables,North America,USA,San Francisco,Apple Ginza,1,245.34,245.34,Credit Card,Premium
422,2024-04-06,"MacBook Pro 14""",Computers,North America,Canada,Vancouver,Apple Ginza,1,2055.72,2055.72,Debit Card,Education
423,2024-01-19,MacBook Air,Computers,Middle East,UAE,Abu Dhabi,Apple Dubai Mall,4,1114.58,4458.31,Apple Pay,Education
424,2024-11-05,AirPods Pro,Accessories,South America,Brazil,Rio de Janeiro,Apple Union Square,4,259.33,1037.31,Debit Card,Premium
425,2024-06-05,Apple Watch Series 9,Wearables,North America,Canada,Vancouver,Apple IFC Mall,1,395.15,395.15,Bank Transfer,Premium
426,2024-08-06,iPhone 15 Pro,Smartphone,South America,Brazil,São Paulo,Apple Michigan Avenue,1,997.31,997.31,Debit Card,Education
427,2024-10-06,Apple Watch Series 9,Wearables,Europe,France,Marseille,Apple Dubai Mall,1,415.98,415.98,PayPal,Enterprise
428,2024-02-10,MacBook Air,Computers,South America,Mexico,Mexico City,Apple Regent Street,1,1104.87,1104.87,Bank Transfer,Premium
429,2024-11-18,MacBook Air,Computers,Asia,Japan,Tokyo,Apple Fifth Avenue,2,1108.18,2216.37,Apple Pay,Education
430,2024-02-28,Apple Watch SE,Wearables,Europe,Spain,Madrid,Apple Michigan Avenue,1,240.41,240.41,Apple Pay,Premium
431,2024-02-17,"MacBook Pro 14""",Computers,Asia,Australia,Melbourne,Apple Sydney,1,2024.48,2024.48,Bank Transfer,Education
432,2024-01-07,iPhone 15 Pro,Smartphone,North America,Canada,Montreal,Apple Fifth Avenue,1,1021.55,1021.55,Debit Card,Education
433,2024-10-14,MacBook Air,Computers,North America,Canada,Vancouver,Apple Eaton Centre,1,1054.23,1054.23,Apple Pay,Consumer
434,2024-05-06,iPad Mini,Tablets,South America,Brazil,São Paulo,Apple Regent Street,1,510.15,510.15,Debit Card,Enterprise
435,2024-09-04,Apple Watch SE,Wearables,North America,USA,New York,Apple Sydney,1,254.33,254.33,Credit Card,Consumer
436,2024-05-30,AirPods Max,Accessories,South America,Brazil,Rio de Janeiro,Apple Fifth Avenue,1,536.42,536.42,Debit Card,Education
437,2024-07-21,AirPods Pro,Accessories,Europe,France,Lyon,Apple IFC Mall,1,251.36,251.36,Debit Card,Premium
438,2024-02-07,AirPods Max,Accessories,Asia,Australia,Sydney,Apple Orchard Road,1,555.41,555.41,Credit Card,Enterprise
439,2024-03-31,AirPods 3rd Gen,Accessories,Asia,Japan,Tokyo,Apple Sydney,1,184.36,184.36,Credit Card,Education
440,2024-10-10,iPhone 15 Pro,Smartphone,Middle East,UAE,Abu Dhabi,Apple Orchard Road,2,990.14,1980.29,Debit Card,Enterprise
441,2024-05-02,Apple Watch SE,Wearables,Europe,Italy,Rome,Apple Pacific Centre,1,256.07,256.07,Debit Card,Premium
442,2024-03-03,MacBook Air,Computers,Asia,Japan,Tokyo,Apple Regent Street,1,1088.85,1088.85,Apple Pay,Premium
443,2024-03-28,"MacBook Pro 16""",Computers,South America,Brazil,São Paulo,Apple Dubai Mall,2,2376.92,4753.84,Credit Card,Consumer
444,2024-04-11,MacBook Air,Computers,Middle East,Saudi Arabia,Riyadh,Apple Ginza,2,1147.63,2295.27,Debit Card,Enterprise
445,2024-04-18,AirPods Max,Accessories,South America,Brazil,São Paulo,Apple Regent Street,1,538.56,538.56,PayPal,Enterprise
446,2024-11-07,Apple Watch Series 9,Wearables,North America,USA,Miami,Apple IFC Mall,3,410.54,1231.63,Bank Transfer,Education
447,2024-04-19,Apple Watch Series 9,Wearables,North America,Canada,Vancouver,Apple Dubai Mall,1,391.76,391.76,Bank Transfer,Consumer
448,2024-01-06,iPhone 14,Smartphone,Middle East,UAE,Dubai,Apple Champs-Élysées,1,719.58,719.58,Credit Card,Education
449,2024-11-08,AirPods Max,Accessories,North America,USA,Miami,Apple Dubai Mall,1,559.65,559.65,Bank Transfer,Consumer
450,2024-09-03,iPad Air,Tablets,Middle East,Saudi Arabia,Riyadh,Apple Champs-Élysées,2,586.83,1173.66,Credit Card,Premium
451,2024-07-27,AirPods 3rd Gen,Accessories,Asia,Japan,Kyoto,Apple IFC Mall,1,171.94,171.94,PayPal,Premium
452,2024-07-19,Apple Watch Series 9,Wearables,South America,Brazil,Rio de Janeiro,Apple Dubai Mall,1,394.65,394.65,Apple Pay,Premium
453,2024-05-31,iPad Air,Tablets,Asia,Singapore,Singapore,Apple Sydney,1,594.74,594.74,Apple Pay,Enterprise
454,2024-11-25,iPad Air,Tablets,Europe,UK,London,Apple Union Square,1,601.8,601.8,Credit Card,Premium
455,2024-04-02,AirPods Max,Accessories,Middle East,Saudi Arabia,Riyadh,Apple Ginza,1,540.06,540.06,Debit Card,Consumer
456,2024-03-11,AirPods Pro,Accessories,Middle East,Saudi Arabia,Riyadh,Apple Michigan Avenue,1,249.19,249.19,Bank Transfer,Consumer
457,2024-08-28,AirPods 3rd Gen,Accessories,North America,USA,New York,Apple Eaton Centre,1,180.09,180.09,Bank Transfer,Enterprise
458,2024-10-08,Apple Watch SE,Wearables,North America,Canada,Toronto,Apple Orchard Road,2,248.13,496.26,Credit Card,Enterprise
459,2024-12-29,iPhone 14,Smartphone,North America,USA,Miami,Apple Michigan Avenue,3,692.33,2076.99,Apple Pay,Enterprise
460,2024-06-29,AirPods 3rd Gen,Accessories,North America,Canada,Vancouver,Apple Michigan Avenue,1,173.77,173.77,PayPal,Enterprise
461,2024-07-03,iPad Air,Tablets,South America,Brazil,Rio de Janeiro,Apple Regent Street,2,573.49,1146.98,Debit Card,Consumer
462,2024-02-14,MacBook Air,Computers,South America,Mexico,Mexico City,Apple Eaton Centre,1,1093.11,1093.11,Apple Pay,Premium
463,2024-07-24,iPad Air,Tablets,Asia,Australia,Sydney,Apple Pacific Centre,2,608.39,1216.78,Apple Pay,Education
464,2024-12-12,AirPods 3rd Gen,Accessories,Asia,Japan,Osaka,Apple Fifth Avenue,1,181.36,181.36,Debit Card,Consumer
465,2024-07-25,iPad Mini,Tablets,South America,Mexico,Mexico City,Apple IFC Mall,1,500.05,500.05,Debit Card,Education
466,2024-07-27,iPhone 14,Smartphone,Middle East,UAE,Abu Dhabi,Apple Pacific Centre,2,675.92,1351.85,Credit Card,Enterprise
467,2024-08-07,MacBook Air,Computers,Middle East,Saudi Arabia,Riyadh,Apple Dubai Mall,2,1091.65,2183.31,Debit Card,Education
468,2024-09-01,MacBook Air,Computers,Europe,Italy,Rome,Apple Eaton Centre,1,1066.28,1066.28,Apple Pay,Consumer
469,2024-02-09,AirPods Pro,Accessories,Asia,Japan,Osaka,Apple Pacific Centre,2,255.12,510.24,Credit Card,Premium
470,2024-01-02,iPhone 15,Smartphone,South America,Brazil,Rio de Janeiro,Apple Dubai Mall,2,822.67,1645.34,Credit Card,Enterprise
471,2024-07-13,MacBook Air,Computers,Asia,Singapore,Singapore,Apple Fifth Avenue,1,1134.82,1134.82,Bank Transfer,Premium
472,2024-04-19,AirPods Pro,Accessories,Asia,Australia,Sydney,Apple Champs-Élysées,1,255.89,255.89,PayPal,Education
473,2024-10-05,iPad Pro,Tablets,South America,Mexico,Mexico City,Apple Regent Street,1,1091.56,1091.56,Credit Card,Consumer
474,2024-03-03,MacBook Air,Computers,Middle East,UAE,Abu Dhabi,Apple Michigan Avenue,3,1113.29,3339.87,Debit Card,Education
475,2024-08-04,iPad Air,Tablets,Asia,Singapore,Singapore,Apple Dubai Mall,5,618.49,3092.46,Debit Card,Education
476,2024-11-26,iPhone 15 Pro,Smartphone,Middle East,Saudi Arabia,Jeddah,Apple Eaton Centre,5,981.68,4908.41,Apple Pay,Education
477,2024-03-01,Apple Watch Series 9,Wearables,Asia,Singapore,Singapore,Apple Eaton Centre,1,380.66,380.66,Bank Transfer,Consumer
478,2024-10-17,"MacBook Pro 16""",Computers,Asia,South Korea,Seoul,Apple Michigan Avenue,1,2377.47,2377.47,PayPal,Education
479,2024-10-17,MacBook Air,Computers,Europe,UK,Edinburgh,Apple Eaton Centre,1,1147.18,1147.18,Bank Transfer,Consumer
480,2024-05-04,Apple Watch Series 9,Wearables,Asia,China,Beijing,Apple Michigan Avenue,1,407.28,407.28,Apple Pay,Consumer
481,2024-10-02,iPhone 14,Smartphone,Asia,Japan,Kyoto,Apple Pacific Centre,1,678.84,678.84,Apple Pay,Consumer
482,2024-09-24,iPhone 15,Smartphone,South America,Mexico,Mexico City,Apple IFC Mall,2,806.44,1612.89,Apple Pay,Education
483,2024-07-07,iPhone 15,Smartphone,Asia,Japan,Kyoto,Apple Eaton Centre,1,799.03,799.03,Credit Card,Enterprise
484,2024-12-10,iPad Mini,Tablets,Europe,France,Paris,Apple Dubai Mall,1,483.0,483.0,PayPal,Premium
485,2024-08-01,iPhone 15,Smartphone,North America,USA,Los Angeles,Apple Regent Street,2,761.04,1522.09,Apple Pay,Enterprise
486,2024-07-25,Apple Watch SE,Wearables,South America,Mexico,Guadalajara,Apple Michigan Avenue,2,260.29,520.59,Bank Transfer,Consumer
487,2024-11-17,"MacBook Pro 14""",Computers,North America,Canada,Vancouver,Apple Regent Street,1,2047.09,2047.09,PayPal,Education
488,2024-10-25,MacBook Air,Computers,South America,Mexico,Mexico City,Apple Orchard Road,1,1144.68,1144.68,PayPal,Education
489,2024-05-23,AirPods 3rd Gen,Accessories,Asia,Singapore,Singapore,Apple Eaton Centre,3,173.57,520.71,Bank Transfer,Enterprise
490,2024-03-28,AirPods Max,Accessories,North America,USA,Chicago,Apple Regent Street,1,559.5,559.5,Credit Card,Education
491,2024-07-25,AirPods Max,Accessories,Middle East,Saudi Arabia,Jeddah,Apple Regent Street,1,545.45,545.45,PayPal,Consumer
492,2024-09-29,Apple Watch Series 9,Wearables,Middle East,UAE,Abu Dhabi,Apple Eaton Centre,2,395.66,791.31,Debit Card,Premium
493,2024-09-07,"MacBook Pro 16""",Computers,Europe,Germany,Hamburg,Apple Ginza,1,2620.28,2620.28,Credit Card,Education
494,2024-03-12,iPad Air,Tablets,South America,Mexico,Mexico City,Apple Orchard Road,1,606.82,606.82,Bank Transfer,Premium
495,2024-02-25,Apple Watch SE,Wearables,Europe,Italy,Milan,Apple Regent Street,2,238.11,476.22,Bank Transfer,Premium
496,2024-03-26,"MacBook Pro 16""",Computers,Europe,Germany,Hamburg,Apple Dubai Mall,2,2528.29,5056.59,Bank Transfer,Education
497,2024-09-22,iPad Air,Tablets,Asia,Australia,Melbourne,Apple Pacific Centre,1,573.98,573.98,Debit Card,Consumer
498,2024-04-15,"MacBook Pro 14""",Computers,Europe,UK,Manchester,Apple Sydney,1,2032.43,2032.43,Credit Card,Enterprise
499,2024-04-15,AirPods Max,Accessories,Middle East,UAE,Abu Dhabi,Apple Sydney,4,522.42,2089.67,Bank Transfer,Premium
500,2024-11-28,iPad Mini,Tablets,South America,Mexico,Guadalajara,Apple Michigan Avenue,2,479.89,959.78,Debit Card,Education
501,2024-10-21,"MacBook Pro 16""",Computers,Asia,China,Shanghai,Apple Orchard Road,1,2611.82,2611.82,Bank Transfer,Premium
502,2024-03-17,iPad Mini,Tablets,South America,Mexico,Guadalajara,Apple Champs-Élysées,1,501.63,501.63,Credit Card,Consumer
503,2024-06-08,Apple Watch Ultra,Wearables,South America,Brazil,Rio de Janeiro,Apple Michigan Avenue,1,773.66,773.66,Debit Card,Education
504,2024-04-05,AirPods Pro,Accessories,North America,Canada,Vancouver,Apple Michigan Avenue,4,258.81,1035.24,PayPal,Consumer
505,2024-11-10,AirPods Max,Accessories,Middle East,UAE,Dubai,Apple Regent Street,2,533.66,1067.31,Bank Transfer,Premium
506,2024-03-24,iPad Pro,Tablets,South America,Brazil,São Paulo,Apple IFC Mall,2,1112.99,2225.99,Bank Transfer,Consumer
507,2024-09-29,iPad Air,Tablets,Europe,Germany,Hamburg,Apple Dubai Mall,1,581.48,581.48,Debit Card,Enterprise
508,2024-07-05,AirPods Pro,Accessories,Middle East,UAE,Abu Dhabi,Apple Sydney,2,251.87,503.74,Debit Card,Enterprise
509,2024-10-12,iPad Pro,Tablets,Middle East,Saudi Arabia,Jeddah,Apple Union Square,1,1047.4,1047.4,Bank Transfer,Education
510,2024-02-24,iPhone 15 Pro,Smartphone,Asia,Australia,Sydney,Apple Sydney,1,1026.33,1026.33,Bank Transfer,Enterprise
511,2024-06-28,AirPods 3rd Gen,Accessories,North America,USA,San Francisco,Apple Sydney,3,172.93,518.78,Apple Pay,Enterprise
512,2024-04-07,iPad Mini,Tablets,South America,Brazil,São Paulo,Apple Sydney,2,488.07,976.15,PayPal,Consumer
513,2024-04-16,iPad Air,Tablets,Europe,France,Marseille,Apple Dubai Mall,1,615.34,615.34,Debit Card,Consumer
514,2024-07-31,"MacBook Pro 14""",Computers,Europe,Spain,Madrid,Apple Michigan Avenue,1,2054.02,2054.02,Apple Pay,Enterprise
515,2024-05-18,iPad Air,Tablets,North America,USA,Chicago,Apple Union Square,2,624.95,1249.9,PayPal,Enterprise
516,2024-09-29,MacBook Air,Computers,Asia,Australia,Melbourne,Apple Champs-Élysées,4,1141.3,4565.18,PayPal,Premium
517,2024-08-05,iPhone 15 Pro,Smartphone,Asia,Australia,Melbourne,Apple Regent Street,2,1003.3,2006.6,PayPal,Enterprise
518,2024-07-06,AirPods 3rd Gen,Accessories,Asia,Japan,Kyoto,Apple Orchard Road,1,185.26,185.26,Debit Card,Premium
519,2024-10-30,iPad Air,Tablets,North America,USA,San Francisco,Apple Orchard Road,4,596.17,2384.69,PayPal,Enterprise
520,2024-05-16,AirPods Max,Accessories,South America,Brazil,Rio de Janeiro,Apple Dubai Mall,5,546.07,2730.37,Debit Card,Enterprise
521,2024-09-06,iPad Air,Tablets,Europe,UK,Manchester,Apple Regent Street,2,603.67,1207.33,Apple Pay,Education
522,2024-01-05,iPhone 14,Smartphone,Europe,France,Paris,Apple Michigan Avenue,1,710.43,710.43,Debit Card,Enterprise
523,2024-06-10,iPad Pro,Tablets,Europe,Italy,Florence,Apple Regent Street,1,1120.0,1120.0,Credit Card,Premium
524,2024-03-29,iPhone 15,Smartphone,Asia,Japan,Tokyo,Apple Sydney,3,824.77,2474.3,Bank Transfer,Premium
525,2024-10-20,AirPods Pro,Accessories,Europe,Germany,Munich,Apple Regent Street,2,252.29,504.59,Credit Card,Premium
526,2024-03-10,iPhone 15 Pro,Smartphone,Asia,Australia,Sydney,Apple Dubai Mall,2,1042.11,2084.22,PayPal,Enterprise
527,2024-08-01,iPad Air,Tablets,Asia,Japan,Osaka,Apple Sydney,4,574.01,2296.02,Apple Pay,Consumer
528,2024-07-10,"MacBook Pro 14""",Computers,Europe,Spain,Madrid,Apple Dubai Mall,1,1917.47,1917.47,Bank Transfer,Consumer
529,2024-03-13,Apple Watch Ultra,Wearables,Europe,UK,Edinburgh,Apple Eaton Centre,1,767.3,767.3,Debit Card,Consumer
530,2024-08-07,Apple Watch Series 9,Wearables,North America,USA,Los Angeles,Apple Ginza,1,384.81,384.81,PayPal,Consumer
531,2024-03-16,iPhone 15 Pro,Smartphone,Middle East,UAE,Dubai,Apple Fifth Avenue,1,1017.86,1017.86,Debit Card,Consumer
532,2024-11-30,iPhone 15 Pro,Smartphone,Asia,Singapore,Singapore,Apple Orchard Road,1,954.22,954.22,Debit Card,Consumer
533,2024-05-24,MacBook Air,Computers,North America,Canada,Vancouver,Apple Champs-Élysées,1,1064.13,1064.13,Bank Transfer,Enterprise
534,2024-11-05,AirPods Pro,Accessories,Asia,Singapore,Singapore,Apple Fifth Avenue,1,241.64,241.64,PayPal,Premium
535,2024-07-15,MacBook Air,Computers,Europe,UK,Edinburgh,Apple Sydney,2,1147.04,2294.08,Debit Card,Education
536,2024-07-16,Apple Watch Ultra,Wearables,Europe,Germany,Berlin,Apple Sydney,2,764.52,1529.04,PayPal,Enterprise
537,2024-01-19,AirPods Max,Accessories,Asia,Australia,Sydney,Apple Fifth Avenue,2,534.26,1068.52,Apple Pay,Education
538,2024-05-01,Apple Watch SE,Wearables,Middle East,UAE,Dubai,Apple Dubai Mall,1,239.19,239.19,PayPal,Consumer
539,2024-11-09,AirPods 3rd Gen,Accessories,Middle East,Saudi Arabia,Riyadh,Apple Regent Street,1,170.57,170.57,PayPal,Consumer
540,2024-12-11,Apple Watch SE,Wearables,Middle East,Saudi Arabia,Riyadh,Apple Michigan Avenue,1,249.06,249.06,Apple Pay,Enterprise
541,2024-07-19,iPad Pro,Tablets,Middle East,Saudi Arabia,Jeddah,Apple Dubai Mall,4,1144.76,4579.06,Debit Card,Consumer
542,2024-11-08,iPhone 14,Smartphone,Europe,Germany,Munich,Apple Ginza,2,691.89,1383.77,Debit Card,Enterprise
543,2024-06-21,iPad Pro,Tablets,Middle East,Saudi Arabia,Jeddah,Apple Orchard Road,3,1091.45,3274.35,PayPal,Consumer
544,2024-01-06,Apple Watch Series 9,Wearables,Europe,Germany,Berlin,Apple Ginza,4,387.64,1550.55,Apple Pay,Enterprise
545,2024-11-18,Apple Watch Series 9,Wearables,Asia,South Korea,Seoul,Apple Regent Street,1,388.38,388.38,Apple Pay,Consumer
546,2024-08-01,iPad Air,Tablets,Asia,China,Shanghai,Apple Dubai Mall,1,628.37,628.37,Apple Pay,Consumer
547,2024-11-11,Apple Watch SE,Wearables,North America,Canada,Toronto,Apple Eaton Centre,4,241.06,964.25,Apple Pay,Consumer
548,2024-06-23,"MacBook Pro 14""",Computers,South America,Mexico,Mexico City,Apple Sydney,1,1933.22,1933.22,Credit Card,Premium
549,2024-07-24,Apple Watch Series 9,Wearables,North America,Canada,Vancouver,Apple Dubai Mall,3,381.14,1143.42,Apple Pay,Education
550,2024-02-17,iPhone 15,Smartphone,Europe,France,Marseille,Apple Eaton Centre,3,834.82,2504.45,Credit Card,Education
551,2024-03-04,iPhone 15,Smartphone,South America,Brazil,Rio de Janeiro,Apple Union Square,1,762.2,762.2,Credit Card,Enterprise
552,2024-01-18,iPhone 14,Smartphone,Middle East,UAE,Abu Dhabi,Apple Champs-Élysées,2,685.98,1371.96,Debit Card,Education
553,2024-07-06,AirPods Pro,Accessories,South America,Brazil,Rio de Janeiro,Apple Union Square,1,249.88,249.88,PayPal,Education
554,2024-05-20,AirPods 3rd Gen,Accessories,Asia,China,Hong Kong,Apple Fifth Avenue,1,184.68,184.68,Bank Transfer,Premium
555,2024-07-26,"MacBook Pro 16""",Computers,South America,Mexico,Mexico City,Apple Pacific Centre,1,2443.96,2443.96,Debit Card,Enterprise
556,2024-06-28,Apple Watch SE,Wearables,Middle East,UAE,Dubai,Apple Michigan Avenue,1,253.83,253.83,PayPal,Enterprise
557,2024-04-15,"MacBook Pro 14""",Computers,Middle East,UAE,Dubai,Apple Regent Street,1,2045.76,2045.76,PayPal,Premium
558,2024-08-11,iPhone 15,Smartphone,Middle East,Saudi Arabia,Jeddah,Apple Michigan Avenue,2,774.51,1549.01,Bank Transfer,Education
559,2024-01-22,"MacBook Pro 16""",Computers,South America,Brazil,Rio de Janeiro,Apple Sydney,1,2476.83,2476.83,PayPal,Enterprise
560,2024-11-30,iPad Mini,Tablets,South America,Brazil,Rio de Janeiro,Apple Regent Street,1,476.31,476.31,Apple Pay,Consumer
561,2024-10-04,Apple Watch Series 9,Wearables,South America,Brazil,Rio de Janeiro,Apple Union Square,1,396.79,396.79,PayPal,Enterprise
562,2024-06-07,iPhone 14,Smartphone,North America,USA,Miami,Apple Michigan Avenue,5,717.73,3588.67,Apple Pay,Education
563,2024-05-17,iPhone 15,Smartphone,Europe,Italy,Milan,Apple Dubai Mall,4,814.11,3256.43,Credit Card,Enterprise
564,2024-12-06,"MacBook Pro 16""",Computers,Europe,Germany,Hamburg,Apple Fifth Avenue,3,2621.94,7865.82,Credit Card,Enterprise
565,2024-06-29,Apple Watch Series 9,Wearables,Europe,Germany,Hamburg,Apple IFC Mall,1,382.77,382.77,Apple Pay,Consumer
566,2024-07-13,Apple Watch SE,Wearables,Asia,Japan,Kyoto,Apple Fifth Avenue,4,255.62,1022.48,Debit Card,Education
567,2024-06-30,AirPods 3rd Gen,Accessories,South America,Mexico,Guadalajara,Apple Sydney,1,178.36,178.36,Debit Card,Education
568,2024-08-12,AirPods Pro,Accessories,North America,Canada,Vancouver,Apple Ginza,2,241.84,483.67,Credit Card,Education
569,2024-08-29,Apple Watch Ultra,Wearables,Asia,China,Shanghai,Apple IFC Mall,1,791.92,791.92,Credit Card,Education
570,2024-12-11,iPad Mini,Tablets,Europe,UK,Manchester,Apple Regent Street,1,512.85,512.85,Apple Pay,Education
571,2024-06-12,iPad Air,Tablets,Asia,Japan,Kyoto,Apple Sydney,5,572.07,2860.35,PayPal,Consumer
572,2024-06-04,"MacBook Pro 16""",Computers,Middle East,UAE,Abu Dhabi,Apple Ginza,1,2396.51,2396.51,Debit Card,Education
573,2024-06-10,Apple Watch Series 9,Wearables,South America,Mexico,Guadalajara,Apple Champs-Élysées,2,390.75,781.51,Bank Transfer,Education
574,2024-08-04,iPhone 15 Pro,Smartphone,Middle East,Saudi Arabia,Jeddah,Apple Union Square,1,974.39,974.39,Bank Transfer,Enterprise
575,2024-07-05,"MacBook Pro 14""",Computers,South America,Brazil,Rio de Janeiro,Apple Michigan Avenue,1,1902.3,1902.3,PayPal,Education
576,2024-12-02,AirPods Pro,Accessories,Middle East,UAE,Abu Dhabi,Apple Pacific Centre,4,248.02,992.08,PayPal,Premium
577,2024-09-17,AirPods Pro,Accessories,Asia,Australia,Sydney,Apple Orchard Road,1,243.99,243.99,Apple Pay,Consumer
578,2024-09-01,AirPods Max,Accessories,Asia,China,Hong Kong,Apple Champs-Élysées,1,566.31,566.31,Bank Transfer,Enterprise
579,2024-07-30,iPhone 14,Smartphone,Middle East,UAE,Dubai,Apple Champs-Élysées,3,690.89,2072.68,Debit Card,Consumer
580,2024-11-20,Apple Watch SE,Wearables,Asia,China,Hong Kong,Apple Fifth Avenue,1,238.96,238.96,Apple Pay,Enterprise
581,2024-02-23,iPad Air,Tablets,Asia,Singapore,Singapore,Apple Champs-Élysées,3,628.68,1886.05,Apple Pay,Consumer
582,2024-02-27,"MacBook Pro 14""",Computers,North America,USA,Los Angeles,Apple Regent Street,2,1962.07,3924.13,Apple Pay,Consumer
583,2024-05-10,Apple Watch SE,Wearables,Asia,Singapore,Singapore,Apple Eaton Centre,1,250.81,250.81,PayPal,Consumer
584,2024-06-15,"MacBook Pro 16""",Computers,Asia,South Korea,Busan,Apple Eaton Centre,2,2420.69,4841.38,PayPal,Consumer
585,2024-03-26,Apple Watch SE,Wearables,South America,Brazil,São Paulo,Apple Champs-Élysées,1,242.18,242.18,Debit Card,Premium
586,2024-08-27,iPhone 14,Smartphone,Europe,France,Paris,Apple Pacific Centre,2,709.62,1419.24,Apple Pay,Education
587,2024-07-25,AirPods Max,Accessories,Asia,Japan,Osaka,Apple Eaton Centre,4,550.27,2201.1,Apple Pay,Education
588,2024-08-17,iPhone 15 Pro,Smartphone,Europe,Italy,Milan,Apple Michigan Avenue,3,1007.3,3021.91,Apple Pay,Enterprise
589,2024-11-12,"MacBook Pro 16""",Computers,North America,Canada,Vancouver,Apple Champs-Élysées,1,2463.67,2463.67,Bank Transfer,Consumer
590,2024-02-15,"MacBook Pro 14""",Computers,North America,USA,New York,Apple Champs-Élysées,1,2092.26,2092.26,PayPal,Enterprise
591,2024-10-31,iPad Pro,Tablets,Europe,France,Lyon,Apple Sydney,1,1057.29,1057.29,PayPal,Enterprise
592,2024-11-08,Apple Watch Series 9,Wearables,North America,Canada,Toronto,Apple Michigan Avenue,1,385.68,385.68,Apple Pay,Premium
593,2024-12-13,iPhone 15 Pro,Smartphone,Asia,Australia,Sydney,Apple Orchard Road,5,949.07,4745.34,Apple Pay,Enterprise
594,2024-06-29,MacBook Air,Computers,South America,Mexico,Guadalajara,Apple Dubai Mall,1,1124.33,1124.33,Credit Card,Premium
595,2024-06-17,Apple Watch Series 9,Wearables,Europe,UK,Edinburgh,Apple Union Square,1,392.54,392.54,Credit Card,Education
596,2024-07-06,iPhone 15,Smartphone,South America,Brazil,Rio de Janeiro,Apple Eaton Centre,2,776.22,1552.44,Debit Card,Consumer
597,2024-07-07,iPhone 14,Smartphone,Middle East,Saudi Arabia,Riyadh,Apple Regent Street,1,669.59,669.59,Apple Pay,Education
598,2024-11-29,iPad Mini,Tablets,Europe,Italy,Milan,Apple Michigan Avenue,1,495.65,495.65,PayPal,Consumer
599,2024-01-17,iPad Pro,Tablets,Europe,UK,Manchester,Apple Champs-Élysées,1,1113.3,1113.3,PayPal,Premium
600,2024-03-30,"MacBook Pro 14""",Computers,Middle East,UAE,Dubai,Apple IFC Mall,5,1964.15,9820.77,PayPal,Education
601,2024-05-31,MacBook Air,Computers,Asia,Singapore,Singapore,Apple Union Square,1,1146.91,1146.91,Credit Card,Premium
602,2024-02-02,Apple Watch Series 9,Wearables,Middle East,Saudi Arabia,Jeddah,Apple Eaton Centre,1,413.92,413.92,PayPal,Enterprise
603,2024-01-29,iPhone 15 Pro,Smartphone,Asia,Singapore,Singapore,Apple Union Square,2,987.11,1974.21,Debit Card,Enterprise
604,2024-05-14,Apple Watch Ultra,Wearables,Europe,Italy,Rome,Apple Ginza,4,825.8,3303.19,Debit Card,Enterprise
605,2024-03-08,Apple Watch Ultra,Wearables,Europe,Italy,Milan,Apple Union Square,2,803.37,1606.74,PayPal,Enterprise
